   0.0000000e+00   0.0000000e+00  -5.1508677e+00
   0.0000000e+00   1.0000000e+00  -5.2727369e+00
   0.0000000e+00   2.0000000e+00  -5.3965945e+00
   0.0000000e+00   3.0000000e+00  -5.5223237e+00
   0.0000000e+00   4.0000000e+00  -5.6497945e+00
   0.0000000e+00   5.0000000e+00  -5.7788642e+00
   0.0000000e+00   6.0000000e+00  -5.9093780e+00
   0.0000000e+00   7.0000000e+00  -6.0411706e+00
   0.0000000e+00   8.0000000e+00  -6.1740674e+00
   0.0000000e+00   9.0000000e+00  -6.3078860e+00
   0.0000000e+00   1.0000000e+01  -6.4424382e+00
   0.0000000e+00   1.1000000e+01  -6.5775320e+00
   0.0000000e+00   1.2000000e+01  -6.7129735e+00
   0.0000000e+00   1.3000000e+01  -6.8485688e+00
   0.0000000e+00   1.4000000e+01  -6.9841254e+00
   0.0000000e+00   1.5000000e+01  -7.1194541e+00
   0.0000000e+00   1.6000000e+01  -7.2543695e+00
   0.0000000e+00   1.7000000e+01  -7.3886912e+00
   0.0000000e+00   1.8000000e+01  -7.5222433e+00
   0.0000000e+00   1.9000000e+01  -7.6548546e+00
   0.0000000e+00   2.0000000e+01  -7.7863418e+00
   0.0000000e+00   2.1000000e+01  -7.9165895e+00
   0.0000000e+00   2.2000000e+01  -8.0453874e+00
   0.0000000e+00   2.3000000e+01  -8.1725911e+00
   0.0000000e+00   2.4000000e+01  -8.2980409e+00
   0.0000000e+00   2.5000000e+01  -8.4215773e+00
   0.0000000e+00   2.6000000e+01  -8.5430412e+00
   0.0000000e+00   2.7000000e+01  -8.6622740e+00
   0.0000000e+00   2.8000000e+01  -8.7791194e+00
   0.0000000e+00   2.9000000e+01  -8.8934242e+00
   0.0000000e+00   3.0000000e+01  -9.0050407e+00
   0.0000000e+00   3.1000000e+01  -9.1138289e+00
   0.0000000e+00   3.2000000e+01  -9.2196589e+00
   0.0000000e+00   3.3000000e+01  -9.3224140e+00
   0.0000000e+00   3.4000000e+01  -9.4219926e+00
   0.0000000e+00   3.5000000e+01  -9.5183118e+00
   0.0000000e+00   3.6000000e+01  -9.6113087e+00
   0.0000000e+00   3.7000000e+01  -9.7009434e+00
   0.0000000e+00   3.8000000e+01  -9.7872001e+00
   0.0000000e+00   3.9000000e+01  -9.8700889e+00
   0.0000000e+00   4.0000000e+01  -9.9496463e+00
   0.0000000e+00   4.1000000e+01  -1.0025936e+01
   0.0000000e+00   4.2000000e+01  -1.0099049e+01
   0.0000000e+00   4.3000000e+01  -1.0169102e+01
